2025-05-03 14:15:32.024 [http-nio-5001-exec-3] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@1aaa590b]
2025-05-03 14:47:11.049 [http-nio-5001-exec-3] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4MTQsImV4cCI6MTc0NjM1MDIxNCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.G_8Lf5iu1y1cRVfsvc5huLboJqwTHk2GxT32iU3qRvjiJKJ3XhIqRZT_wlXWI0CF]
2025-05-03 14:47:11.059 [http-nio-5001-exec-3] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 10 ms
2025-05-03 14:47:14.882 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4MTQsImV4cCI6MTc0NjM1MDIxNCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.G_8Lf5iu1y1cRVfsvc5huLboJqwTHk2GxT32iU3qRvjiJKJ3XhIqRZT_wlXWI0CF]
2025-05-03 14:47:14.895 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 13 ms
2025-05-03 14:47:17.896 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4MTQsImV4cCI6MTc0NjM1MDIxNCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.G_8Lf5iu1y1cRVfsvc5huLboJqwTHk2GxT32iU3qRvjiJKJ3XhIqRZT_wlXWI0CF]
2025-05-03 14:47:17.908 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 12 ms
2025-05-03 14:47:20.064 [http-nio-5001-exec-8] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4MTQsImV4cCI6MTc0NjM1MDIxNCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.G_8Lf5iu1y1cRVfsvc5huLboJqwTHk2GxT32iU3qRvjiJKJ3XhIqRZT_wlXWI0CF]
2025-05-03 14:47:20.080 [http-nio-5001-exec-8] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 18 ms
2025-05-03 14:47:41.911 [http-nio-5001-exec-9] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@254ed870]
2025-05-03 14:47:41.995 [http-nio-5001-exec-9] DEBUG c.u.m.controller.AuthController - Method signin executed in 84 ms
2025-05-03 14:47:42.036 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:47:42.040 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 4 ms
2025-05-03 14:47:42.129 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:47:42.142 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 13 ms
2025-05-03 14:47:42.161 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:47:42.177 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 16 ms
2025-05-03 14:48:00.123 [http-nio-5001-exec-3] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:00.128 [http-nio-5001-exec-3] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 5 ms
2025-05-03 14:48:01.263 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:01.269 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 6 ms
2025-05-03 14:48:01.449 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:01.453 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 4 ms
2025-05-03 14:48:01.606 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:01.613 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 7 ms
2025-05-03 14:48:01.775 [http-nio-5001-exec-7] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:01.781 [http-nio-5001-exec-7] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 6 ms
2025-05-03 14:48:01.937 [http-nio-5001-exec-8] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:01.949 [http-nio-5001-exec-8] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 12 ms
2025-05-03 14:48:05.143 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:05.152 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 9 ms
2025-05-03 14:48:05.166 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM4NjEsImV4cCI6MTc0NjM1MDI2MSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.T9nSqmTNmuSNzkBups1SmHW0a1oeqejeKFFlzB4MdwBtL1F9RjZqNws-Kq1QRjau]
2025-05-03 14:48:05.174 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 8 ms
2025-05-03 14:48:20.062 [http-nio-5001-exec-2] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@96c7bbb]
2025-05-03 14:48:20.148 [http-nio-5001-exec-2] DEBUG c.u.m.controller.AuthController - Method signin executed in 86 ms
2025-05-03 14:48:20.180 [http-nio-5001-exec-3] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:20.194 [http-nio-5001-exec-3] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 14 ms
2025-05-03 14:48:20.328 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:20.336 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 8 ms
2025-05-03 14:48:20.408 [http-nio-5001-exec-7] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:20.425 [http-nio-5001-exec-7] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 17 ms
2025-05-03 14:48:41.627 [http-nio-5001-exec-8] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:41.641 [http-nio-5001-exec-8] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 14 ms
2025-05-03 14:48:46.321 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:46.330 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 14:48:46.879 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MDAsImV4cCI6MTc0NjM1MDMwMCwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.I6xhMVxk3zNANZMx7A3lONBZxOloNACZv5SVbNqKuPcFp6fOaAzv15R1bT01OHZ9]
2025-05-03 14:48:46.889 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 10 ms
2025-05-03 14:48:54.613 [http-nio-5001-exec-3] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@bbf6411]
2025-05-03 14:48:54.700 [http-nio-5001-exec-3] DEBUG c.u.m.controller.AuthController - Method signin executed in 87 ms
2025-05-03 14:48:54.734 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:48:54.739 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 5 ms
2025-05-03 14:48:54.844 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:48:54.860 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 16 ms
2025-05-03 14:48:54.883 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:48:54.894 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 11 ms
2025-05-03 14:49:49.600 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:49:49.612 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 12 ms
2025-05-03 14:49:49.626 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:49:49.637 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 11 ms
2025-05-03 14:49:50.172 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:49:50.182 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 10 ms
2025-05-03 14:49:50.199 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:49:50.211 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 13 ms
2025-05-03 14:50:14.923 [http-nio-5001-exec-3] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:50:14.933 [http-nio-5001-exec-3] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 10 ms
2025-05-03 14:50:14.944 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:50:14.953 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 9 ms
2025-05-03 14:50:16.643 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:50:16.652 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 9 ms
2025-05-03 14:50:16.666 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:50:16.674 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 8 ms
2025-05-03 14:55:27.494 [http-nio-5001-exec-8] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:55:27.504 [http-nio-5001-exec-8] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 10 ms
2025-05-03 14:55:27.519 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:55:27.527 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 8 ms
2025-05-03 14:58:14.976 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:58:14.984 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 8 ms
2025-05-03 14:58:15.004 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:58:15.011 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 7 ms
2025-05-03 14:58:15.468 [http-nio-5001-exec-3] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:58:15.481 [http-nio-5001-exec-3] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 13 ms
2025-05-03 14:58:15.496 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:58:15.506 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 10 ms
2025-05-03 14:58:18.779 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjM5MzQsImV4cCI6MTc0NjM1MDMzNCwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.Pzar4V5ZQgZoZjSCWjbTv9mQDo10sBC8n1t1bj6KoQoXAzAjcBYw_x2ucKL6t0RZ]
2025-05-03 14:58:18.786 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 7 ms
2025-05-03 14:58:31.175 [http-nio-5001-exec-6] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@73a06acd]
